product_id,product_name,category,sub_category,profit
OFF-BI-10002935,"Wilson Jones Binder, Clear",Office Supplies,Binders,12.838
OFF-BI-10002937,"Wilson Jones Binder Covers, Clear",Office Supplies,Binders,12.4902
OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders,22.246
OFF-BI-10000185,"Cardinal Binder Covers, Recycled",Office Supplies,Binders,503.7822
OFF-BI-10000948,"GBC Laser Imprintable Binding System Covers, Desert Sand",Office Supplies,Binders,84.51
OFF-BI-10002354,"Acco Binder, Clear",Office Supplies,Binders,66.6272
OFF-BI-10004364,Storex Dura Pro Binders,Office Supplies,Binders,2.004
OFF-BI-10002172,"Acco Binding Machine, Recycled",Office Supplies,Binders,10.224
OFF-BI-10003240,"Ibico Binding Machine, Economy",Office Supplies,Binders,1.512
OFF-BI-10003440,"Avery Binder Covers, Economy",Office Supplies,Binders,3.1104
OFF-BI-10002498,Clear Mylar Reinforcing Strips,Office Supplies,Binders,59.0112
OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Binders,3.0268
OFF-WIL-10002787,"Wilson Jones Binder, Recycled",Office Supplies,Binders,210.4942
OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,Binders,33.0368
OFF-ACC-10004538,"Acco Binder Covers, Recycled",Office Supplies,Binders,11.898
OFF-BI-10002894,"Avery Binding Machine, Durable",Office Supplies,Binders,23.49
OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",Office Supplies,Binders,315.7404
OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,Binders,51.57
OFF-BI-10004654,"Ibico 3-Hole Punch, Economy",Office Supplies,Binders,125.469
OFF-BI-10000124,"Acco Binder Covers, Clear",Office Supplies,Binders,16.1096
OFF-BI-10002353,GBC VeloBind Cover Sets,Office Supplies,Binders,16.956
OFF-BI-10002799,"Cardinal Binder Covers, Clear",Office Supplies,Binders,10.327
OFF-CAR-10000202,"Cardinal Binding Machine, Clear",Office Supplies,Binders,3.3785
OFF-CAR-10001577,"Cardinal Binding Machine, Economy",Office Supplies,Binders,28.1718
OFF-BI-10004654,"Ibico 3-Hole Punch, Economy",Office Supplies,Binders,4.9648
OFF-BI-10000821,"Acco Hole Reinforcements, Durable",Office Supplies,Binders,7.0218
OFF-BI-10004830,"Ibico Index Tab, Clear",Office Supplies,Binders,25.176
OFF-IBI-10002486,"Ibico Index Tab, Clear",Office Supplies,Binders,30.52
OFF-WIL-10003933,"Wilson Jones Binder Covers, Durable",Office Supplies,Binders,6.9231
OFF-BI-10004483,"Ibico Index Tab, Clear",Office Supplies,Binders,5.1465
OFF-BI-10003277,"Ibico Binder Covers, Durable",Office Supplies,Binders,69.705
OFF-BI-10001167,"Wilson Jones Binder, Clear",Office Supplies,Binders,19.2384
OFF-CAR-10004886,"Cardinal Binder, Economy",Office Supplies,Binders,28.1718
OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Binders,18.94
OFF-BI-10004388,"Acco Hole Reinforcements, Clear",Office Supplies,Binders,9.3312
OFF-BI-10000777,"Ibico Binder Covers, Clear",Office Supplies,Binders,10.434
OFF-BI-10002594,"Cardinal Binder Covers, Recycled",Office Supplies,Binders,23.31
OFF-BI-10000725,"Wilson Jones Binding Machine, Durable",Office Supplies,Binders,8.7906
OFF-BI-10002289,"Ibico Binder, Economy",Office Supplies,Binders,3.363
OFF-BI-10001399,"Avery Binder Covers, Clear",Office Supplies,Binders,10.3168
OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,207.147
OFF-BI-10001723,"Avery Binder, Clear",Office Supplies,Binders,48.5392
OFF-BI-10002003,Ibico Presentation Index for Binding Systems,Office Supplies,Binders,60.2553
OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,36.693
OFF-BI-10004541,"Wilson Jones Binder, Durable",Office Supplies,Binders,13.92
OFF-BI-10003112,"Ibico Binder Covers, Economy",Office Supplies,Binders,5.256
OFF-BI-10002718,"Avery Binder, Durable",Office Supplies,Binders,6.9372
OFF-CAR-10002931,"Cardinal Hole Reinforcements, Recycled",Office Supplies,Binders,297.6435
OFF-BI-10000894,"Avery Binder Covers, Clear",Office Supplies,Binders,56.1752
OFF-BI-10000844,"Wilson Jones Hole Reinforcements, Economy",Office Supplies,Binders,1.7343
OFF-CAR-10001911,"Cardinal Binder Covers, Clear",Office Supplies,Binders,5.842
OFF-BI-10001900,"Wilson Jones Binder Covers, Clear",Office Supplies,Binders,42.048
OFF-BI-10003152,"Avery Hole Reinforcements, Recycled",Office Supplies,Binders,11.5432
OFF-BI-10004722,"Avery Index Tab, Clear",Office Supplies,Binders,11.5432
OFF-AVE-10001847,"Avery Binder, Clear",Office Supplies,Binders,4.1472
OFF-BI-10000538,"Acco Binding Machine, Clear",Office Supplies,Binders,3.0996
OFF-ACC-10004008,"Acco Binder Covers, Durable",Office Supplies,Binders,182.3553
OFF-BI-10003397,"Avery 3-Hole Punch, Economy",Office Supplies,Binders,9.3312
OFF-BI-10002083,"Acco Hole Reinforcements, Economy",Office Supplies,Binders,10.4754
OFF-ACC-10004182,"Acco Index Tab, Durable",Office Supplies,Binders,3.72
OFF-BI-10002354,"Acco Binder, Clear",Office Supplies,Binders,116.3904
OFF-BI-10001754,"Ibico Binder Covers, Recycled",Office Supplies,Binders,6.512
OFF-WIL-10000390,"Wilson Jones Binder, Durable",Office Supplies,Binders,8.502
OFF-BI-10003025,"Cardinal Binding Machine, Durable",Office Supplies,Binders,10.3071
OFF-BI-10003397,"Avery 3-Hole Punch, Economy",Office Supplies,Binders,91.056
OFF-BI-10003114,"Ibico Hole Reinforcements, Economy",Office Supplies,Binders,20.0851
OFF-BI-10004632,"Avery 3-Hole Punch, Recycled",Office Supplies,Binders,14.2632
OFF-BI-10002160,Acco Hanging Data Binders,Office Supplies,Binders,80.3208
OFF-BI-10000806,"Acco Index Tab, Economy",Office Supplies,Binders,0.1744
OFF-CAR-10003030,"Cardinal Index Tab, Economy",Office Supplies,Binders,2.2155
OFF-BI-10003779,"Cardinal 3-Hole Punch, Durable",Office Supplies,Binders,6.6846
OFF-BI-10000171,"Wilson Jones Index Tab, Recycled",Office Supplies,Binders,8.1216
OFF-BI-10001544,"Wilson Jones Hole Reinforcements, Clear",Office Supplies,Binders,9.3312
OFF-BI-10004465,Avery Durable Slant Ring Binders,Office Supplies,Binders,6.15
OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,Office Supplies,Binders,5.2398
OFF-BI-10000323,"Wilson Jones 3-Hole Punch, Clear",Office Supplies,Binders,65.978
OFF-BI-10003702,"Wilson Jones Binder Covers, Durable",Office Supplies,Binders,27.9936
OFF-BI-10003114,"Ibico Hole Reinforcements, Economy",Office Supplies,Binders,50.2425
OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Office Supplies,Binders,98.1396
OFF-WIL-10002153,"Wilson Jones 3-Hole Punch, Clear",Office Supplies,Binders,6.7392
OFF-BI-10003305,Avery Hanging File Binders,Office Supplies,Binders,30.1968
OFF-BI-10004227,"Avery Binding Machine, Economy",Office Supplies,Binders,12.8583
OFF-BI-10000482,"Acco 3-Hole Punch, Recycled",Office Supplies,Binders,4.8804
OFF-BI-10002190,"Wilson Jones Binder, Durable",Office Supplies,Binders,11.214
OFF-BI-10000389,"Ibico Binding Machine, Clear",Office Supplies,Binders,4.8118
OFF-IBI-10003732,"Ibico Hole Reinforcements, Durable",Office Supplies,Binders,27.0112
OFF-BI-10000115,"Acco Hole Reinforcements, Clear",Office Supplies,Binders,8.7906
OFF-WIL-10000986,"Wilson Jones Binder Covers, Economy",Office Supplies,Binders,18.6624
OFF-BI-10000563,"Acco Hole Reinforcements, Durable",Office Supplies,Binders,43.2234
OFF-WIL-10003933,"Wilson Jones Binder Covers, Durable",Office Supplies,Binders,1.8048
OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Binders,46.8996
OFF-BI-10003529,Avery Round Ring Poly Binders,Office Supplies,Binders,74.213
OFF-BI-10000138,Acco Translucent Poly Ring Binders,Office Supplies,Binders,126.0558
OFF-CAR-10004886,"Cardinal Binder, Economy",Office Supplies,Binders,160.9139
OFF-CAR-10000319,"Cardinal Binder Covers, Recycled",Office Supplies,Binders,78.9412
OFF-ACC-10002680,"Acco Binding Machine, Recycled",Office Supplies,Binders,52.7956
OFF-BI-10002386,"Acco Index Tab, Clear",Office Supplies,Binders,170.9316
OFF-BI-10004700,"Cardinal Binder, Durable",Office Supplies,Binders,1.5444
OFF-IBI-10000440,"Ibico Binder Covers, Clear",Office Supplies,Binders,60.2553
OFF-IBI-10001494,"Ibico Index Tab, Durable",Office Supplies,Binders,28.3095
OFF-BI-10002483,"Cardinal Hole Reinforcements, Clear",Office Supplies,Binders,1.6196
OFF-BI-10001399,"Avery Binder Covers, Clear",Office Supplies,Binders,0.189
OFF-BI-10003774,"Cardinal 3-Hole Punch, Durable",Office Supplies,Binders,7.1592
OFF-BI-10001200,"Avery Binder, Durable",Office Supplies,Binders,175.5156
OFF-BI-10002225,"Cardinal Binding Machine, Durable",Office Supplies,Binders,7.4824
OFF-BI-10003708,"Avery Binder, Economy",Office Supplies,Binders,3.0976
OFF-BI-10000323,"Wilson Jones 3-Hole Punch, Clear",Office Supplies,Binders,88.725
OFF-BI-10004712,"Cardinal Hole Reinforcements, Clear",Office Supplies,Binders,7.2177
OFF-BI-10004868,"Wilson Jones Hole Reinforcements, Durable",Office Supplies,Binders,291.3778
OFF-IBI-10001772,"Ibico Index Tab, Clear",Office Supplies,Binders,9.7119
OFF-BI-10000267,"Ibico Hole Reinforcements, Clear",Office Supplies,Binders,30.445
OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders,81.1734
OFF-BI-10001253,"Acco Binder Covers, Recycled",Office Supplies,Binders,34.2925
OFF-IBI-10004855,"Ibico Hole Reinforcements, Recycled",Office Supplies,Binders,4.5837
OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders,8.7906
OFF-BI-10001645,"Ibico Binding Machine, Recycled",Office Supplies,Binders,114.9954
OFF-BI-10001621,"Cardinal Binding Machine, Economy",Office Supplies,Binders,2.376
OFF-BI-10002483,"Cardinal Hole Reinforcements, Clear",Office Supplies,Binders,3.8822
OFF-BI-10001617,GBC Wire Binding Combs,Office Supplies,Binders,56.301
OFF-BI-10000583,"Wilson Jones Hole Reinforcements, Clear",Office Supplies,Binders,315.825
OFF-CAR-10000150,"Cardinal Binder, Clear",Office Supplies,Binders,6.102
OFF-BI-10000666,Surelock Post Binders,Office Supplies,Binders,52.9743
OFF-ACC-10004692,"Acco 3-Hole Punch, Recycled",Office Supplies,Binders,361.2994
OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,Binders,168.4384
OFF-BI-10002386,"Acco Index Tab, Clear",Office Supplies,Binders,9.936
OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Office Supplies,Binders,1439.976
OFF-BI-10002570,"Cardinal 3-Hole Punch, Clear",Office Supplies,Binders,30.7776
OFF-CAR-10002375,"Cardinal Binder Covers, Durable",Office Supplies,Binders,17.27
OFF-BI-10001900,"Wilson Jones Binder Covers, Clear",Office Supplies,Binders,129.6
OFF-BI-10000583,"Wilson Jones Hole Reinforcements, Clear",Office Supplies,Binders,70.006
OFF-BI-10000518,"Wilson Jones Index Tab, Clear",Office Supplies,Binders,75.735
OFF-BI-10004924,"Cardinal 3-Hole Punch, Economy",Office Supplies,Binders,54.6912
OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,Office Supplies,Binders,15.6744
OFF-BI-10003917,"Wilson Jones 3-Hole Punch, Recycled",Office Supplies,Binders,15.6375
OFF-BI-10004903,"Ibico Hole Reinforcements, Durable",Office Supplies,Binders,4.4824
OFF-ACC-10004281,"Acco Hole Reinforcements, Recycled",Office Supplies,Binders,91.9508
OFF-BI-10001400,"Cardinal 3-Hole Punch, Economy",Office Supplies,Binders,7.9128
OFF-BI-10000583,"Wilson Jones Hole Reinforcements, Clear",Office Supplies,Binders,188.2192
OFF-BI-10003708,"Cardinal Binder, Recycled",Office Supplies,Binders,49.9704
OFF-BI-10004121,"Avery Index Tab, Durable",Office Supplies,Binders,10.0725
OFF-BI-10004465,Avery Durable Slant Ring Binders,Office Supplies,Binders,17.8066
OFF-AVE-10001847,"Avery Binder, Clear",Office Supplies,Binders,23.9463
OFF-BI-10003705,"Wilson Jones Binding Machine, Recycled",Office Supplies,Binders,107.082
OFF-BI-10004534,"Wilson Jones Binding Machine, Recycled",Office Supplies,Binders,67.1916
OFF-BI-10001639,"Acco Binder, Economy",Office Supplies,Binders,2.6536
OFF-BI-10001028,"Ibico 3-Hole Punch, Clear",Office Supplies,Binders,290.3016
OFF-BI-10002977,"Wilson Jones Binder, Economy",Office Supplies,Binders,156.751
OFF-BI-10001028,"Ibico 3-Hole Punch, Clear",Office Supplies,Binders,7.9527
OFF-ACC-10002220,"Acco Binding Machine, Economy",Office Supplies,Binders,5.3392
OFF-AVE-10002079,"Avery Binding Machine, Durable",Office Supplies,Binders,35.0244
OFF-AVE-10001847,"Avery Binder, Clear",Office Supplies,Binders,3.1104
OFF-ACC-10004871,"Acco Binder Covers, Economy",Office Supplies,Binders,111.591
OFF-BI-10000721,"Ibico Binder Covers, Recycled",Office Supplies,Binders,137.151
OFF-BI-10000088,GBC Imprintable Covers,Office Supplies,Binders,7.4872
OFF-AVE-10004308,"Avery Binder, Durable",Office Supplies,Binders,2.0492
OFF-BI-10002827,Avery Durable Poly Binders,Office Supplies,Binders,23.226
OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,125.1432
OFF-BI-10001384,"Cardinal Binder, Economy",Office Supplies,Binders,31.5372
OFF-BI-10000124,"Acco Binder Covers, Clear",Office Supplies,Binders,39.4255
OFF-BI-10004924,"Cardinal 3-Hole Punch, Economy",Office Supplies,Binders,41.0388
OFF-BI-10003708,"Cardinal Binder, Recycled",Office Supplies,Binders,190.08
OFF-BI-10001507,"Wilson Jones Binder Covers, Economy",Office Supplies,Binders,764.3818
OFF-BI-10004589,"Avery Binding Machine, Economy",Office Supplies,Binders,24.4608
OFF-CAR-10004661,"Cardinal Binding Machine, Recycled",Office Supplies,Binders,1264.7559
OFF-BI-10002570,"Acco Binder Covers, Clear",Office Supplies,Binders,15.7584
OFF-IBI-10002805,"Ibico 3-Hole Punch, Economy",Office Supplies,Binders,13.428
OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,Office Supplies,Binders,67.941
OFF-CAR-10002375,"Cardinal Binder Covers, Durable",Office Supplies,Binders,41.952
OFF-BI-10001622,"Acco 3-Hole Punch, Durable",Office Supplies,Binders,77.7519
OFF-CAR-10003259,"Cardinal Binder, Recycled",Office Supplies,Binders,5.5177
OFF-BI-10003012,"Wilson Jones Hole Reinforcements, Economy",Office Supplies,Binders,10.8966
OFF-AVE-10004708,"Avery Binder, Recycled",Office Supplies,Binders,1.3622
OFF-WIL-10000979,"Wilson Jones Hole Reinforcements, Recycled",Office Supplies,Binders,84.9436
OFF-BI-10004589,"Avery Binding Machine, Economy",Office Supplies,Binders,25.172
OFF-AVE-10003740,"Avery Binding Machine, Clear",Office Supplies,Binders,7.56
OFF-BI-10001254,"Avery Binding Machine, Recycled",Office Supplies,Binders,3.7128
OFF-BI-10000813,"Cardinal Binding Machine, Economy",Office Supplies,Binders,3.8775
OFF-CAR-10004886,"Cardinal Binder, Economy",Office Supplies,Binders,4.9608
OFF-BI-10001286,"Ibico Hole Reinforcements, Durable",Office Supplies,Binders,293.9804
OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,40.274
OFF-BI-10003025,"Cardinal Binding Machine, Durable",Office Supplies,Binders,7.128
OFF-BI-10004534,"Wilson Jones Binding Machine, Recycled",Office Supplies,Binders,76.5583
OFF-CAR-10004661,"Cardinal Binding Machine, Recycled",Office Supplies,Binders,18.3276
OFF-BI-10004099,GBC VeloBinder Strips,Office Supplies,Binders,9.2556
OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Binders,10.3473
OFF-BI-10003320,"Cardinal Hole Reinforcements, Recycled",Office Supplies,Binders,52.688
OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,Office Supplies,Binders,3.4368
OFF-BI-10003475,"Wilson Jones Index Tab, Recycled",Office Supplies,Binders,20.9664
OFF-WIL-10003308,"Wilson Jones Binder Covers, Recycled",Office Supplies,Binders,7.1628
OFF-BI-10003774,"Cardinal 3-Hole Punch, Durable",Office Supplies,Binders,0.833
OFF-BI-10001544,"Wilson Jones Hole Reinforcements, Clear",Office Supplies,Binders,3177.475
OFF-AVE-10004827,"Avery Binder Covers, Recycled",Office Supplies,Binders,11.685
OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Binders,2.1684
OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,Office Supplies,Binders,0.7398
OFF-BI-10004240,"Cardinal Binding Machine, Recycled",Office Supplies,Binders,297.69
OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,77.7519
OFF-BI-10002570,"Acco Binder Covers, Clear",Office Supplies,Binders,6.2208
OFF-IBI-10001951,"Ibico Hole Reinforcements, Clear",Office Supplies,Binders,74.691
OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,Office Supplies,Binders,18
OFF-CAR-10001577,"Cardinal Binding Machine, Economy",Office Supplies,Binders,9.3228
OFF-BI-10002562,"Ibico Binding Machine, Durable",Office Supplies,Binders,42.225
OFF-BI-10002919,"Acco Binder Covers, Durable",Office Supplies,Binders,54.9976
OFF-BI-10003646,"Avery Index Tab, Economy",Office Supplies,Binders,2.7072
OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders,47.8629
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,152.0232
OFF-BI-10000320,GBC Plastic Binding Combs,Office Supplies,Binders,48.94
OFF-IBI-10003191,"Ibico 3-Hole Punch, Durable",Office Supplies,Binders,94.962
OFF-BI-10002160,Acco Hanging Data Binders,Office Supplies,Binders,9.63
OFF-BI-10003188,"Wilson Jones Binder Covers, Economy",Office Supplies,Binders,6.7236
OFF-BI-10002881,"Wilson Jones Binding Machine, Economy",Office Supplies,Binders,4.2336
OFF-BI-10004554,"Avery Index Tab, Clear",Office Supplies,Binders,12.993
OFF-IBI-10002805,"Ibico 3-Hole Punch, Economy",Office Supplies,Binders,31.4685
OFF-BI-10003166,GBC Plasticlear Binding Covers,Office Supplies,Binders,21.4074
OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,Binders,12.4416
OFF-BI-10000014,Heavy-Duty E-Z-D Binders,Office Supplies,Binders,0.4984
OFF-BI-10002986,"Avery Binder Covers, Recycled",Office Supplies,Binders,31.6
OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,Binders,635.495
OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,Office Supplies,Binders,58.9192
OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,Binders,11.1776
OFF-BI-10000014,Heavy-Duty E-Z-D Binders,Office Supplies,Binders,15.9446
OFF-BI-10000423,"Acco 3-Hole Punch, Recycled",Office Supplies,Binders,8.7032
OFF-BI-10000308,"Cardinal Binder Covers, Durable",Office Supplies,Binders,8.6016
OFF-BI-10003350,Acco Expandable Hanging Binders,Office Supplies,Binders,3.7236
OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,Binders,152.118
OFF-BI-10001984,"Ibico Binding Machine, Economy",Office Supplies,Binders,6.24
OFF-BI-10000315,Poly Designer Cover & Back,Office Supplies,Binders,9.2928
OFF-ACC-10000798,"Acco Hole Reinforcements, Economy",Office Supplies,Binders,15.525
OFF-BI-10001460,Plastic Binding Combs,Office Supplies,Binders,17.108
OFF-BI-10002796,"Wilson Jones Binder Covers, Durable",Office Supplies,Binders,107.4785
OFF-BI-10000518,"Wilson Jones Index Tab, Clear",Office Supplies,Binders,0.1512
OFF-BI-10003870,"Wilson Jones Binder Covers, Economy",Office Supplies,Binders,10.465
OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,Binders,19.996
OFF-AVE-10001750,"Avery 3-Hole Punch, Clear",Office Supplies,Binders,23.0864
OFF-CAR-10004293,"Cardinal Binding Machine, Durable",Office Supplies,Binders,0.1134
OFF-BI-10000561,"Acco Binding Machine, Durable",Office Supplies,Binders,16.7328
OFF-BI-10000006,"Ibico Binder, Durable",Office Supplies,Binders,87.7578
OFF-BI-10002080,"Acco Binder, Clear",Office Supplies,Binders,15.525
OFF-IBI-10000080,"Ibico Binder, Recycled",Office Supplies,Binders,374.6286
OFF-BI-10001685,"Avery Index Tab, Durable",Office Supplies,Binders,140.5957
OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Binders,98.2722
OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,Binders,4.068
OFF-BI-10002824,Recycled Easel Ring Binders,Office Supplies,Binders,15.1158
OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,Binders,119.4742
OFF-CAR-10002931,"Cardinal Hole Reinforcements, Recycled",Office Supplies,Binders,114.9385
OFF-ACC-10004281,"Acco Hole Reinforcements, Recycled",Office Supplies,Binders,34.182
OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,Office Supplies,Binders,26.7904
OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders,24.4608
OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders,9.9992
OFF-BI-10004369,"Ibico Hole Reinforcements, Recycled",Office Supplies,Binders,12.4416
OFF-BI-10004868,"Wilson Jones Hole Reinforcements, Durable",Office Supplies,Binders,6.9088
OFF-AVE-10003279,"Avery Hole Reinforcements, Durable",Office Supplies,Binders,13.452
OFF-BI-10000590,"Wilson Jones Binding Machine, Clear",Office Supplies,Binders,24.144
OFF-ACC-10004538,"Acco Binder Covers, Recycled",Office Supplies,Binders,6.4584
OFF-BI-10004908,"Avery Binder Covers, Economy",Office Supplies,Binders,6.2208
OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,Office Supplies,Binders,5.6994
OFF-BI-10004654,VariCap6 Expandable Binder,Office Supplies,Binders,55.647
OFF-BI-10002977,"Wilson Jones Binder, Economy",Office Supplies,Binders,28.7964
OFF-BI-10000563,"Acco Hole Reinforcements, Durable",Office Supplies,Binders,3.7236
OFF-AVE-10003549,"Avery Binding Machine, Recycled",Office Supplies,Binders,746.4078
OFF-BI-10002881,"Wilson Jones Binding Machine, Economy",Office Supplies,Binders,113.6742
OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,Binders,204.1092
OFF-BI-10004181,"Avery 3-Hole Punch, Clear",Office Supplies,Binders,164.6316
OFF-BI-10000871,"Wilson Jones Binder Covers, Recycled",Office Supplies,Binders,14.1728
OFF-BI-10001326,"Cardinal Binder, Recycled",Office Supplies,Binders,9.9873
OFF-BI-10000341,"Ibico Binding Machine, Recycled",Office Supplies,Binders,131.586
OFF-BI-10004826,JM Magazine Binder,Office Supplies,Binders,35.6796
OFF-BI-10004364,Storex Dura Pro Binders,Office Supplies,Binders,51.8292
OFF-BI-10003012,"Wilson Jones Hole Reinforcements, Economy",Office Supplies,Binders,4.9686
OFF-CAR-10003373,"Cardinal Hole Reinforcements, Durable",Office Supplies,Binders,64.3678
OFF-BI-10000806,"Acco Index Tab, Economy",Office Supplies,Binders,6.0726
OFF-BI-10001754,"Ibico Binder Covers, Recycled",Office Supplies,Binders,0.2997
OFF-BI-10001533,"Wilson Jones Binding Machine, Recycled",Office Supplies,Binders,1416.8
OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,Office Supplies,Binders,170.5113
OFF-BI-10004553,"Cardinal Binder, Clear",Office Supplies,Binders,18.3908
OFF-BI-10003124,"Cardinal Hole Reinforcements, Durable",Office Supplies,Binders,77.7438
OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,Office Supplies,Binders,23.4416
OFF-BI-10000821,"Acco Hole Reinforcements, Durable",Office Supplies,Binders,12.9129
OFF-BI-10002935,"Wilson Jones Binder, Clear",Office Supplies,Binders,9.158
OFF-BI-10004141,Insertable Tab Indexes For Data Binders,Office Supplies,Binders,70.98
OFF-BI-10001967,"Acco Binder, Recycled",Office Supplies,Binders,225.264
OFF-BI-10002329,"Avery 3-Hole Punch, Durable",Office Supplies,Binders,34.9888
OFF-BI-10002853,"Avery Binder Covers, Recycled",Office Supplies,Binders,39.4268
OFF-IBI-10003732,"Ibico Hole Reinforcements, Durable",Office Supplies,Binders,16.614
OFF-BI-10000301,GBC Instant Report Kit,Office Supplies,Binders,6.3744
OFF-IBI-10002486,"Ibico Index Tab, Clear",Office Supplies,Binders,160.1586
OFF-BI-10003440,"Avery Binder Covers, Economy",Office Supplies,Binders,9.158
OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,Office Supplies,Binders,219.582
OFF-BI-10004483,"Ibico Index Tab, Clear",Office Supplies,Binders,41.9136
OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,195.9944
OFF-BI-10002935,"Wilson Jones Binder, Clear",Office Supplies,Binders,74.8098
OFF-BI-10000171,"Wilson Jones Index Tab, Recycled",Office Supplies,Binders,188.1404
OFF-BI-10003320,"Cardinal Hole Reinforcements, Recycled",Office Supplies,Binders,25.62
OFF-BI-10002718,"Avery Binder, Durable",Office Supplies,Binders,134.9925
OFF-AVE-10002079,"Avery Binding Machine, Durable",Office Supplies,Binders,90.588
OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders,17.1574
OFF-BI-10000972,"Acco 3-Hole Punch, Economy",Office Supplies,Binders,51.8346
OFF-BI-10000930,"Avery Hole Reinforcements, Clear",Office Supplies,Binders,9.816
OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,Binders,3.24
OFF-BI-10003806,"Avery Index Tab, Clear",Office Supplies,Binders,9.1638
OFF-BI-10003142,"Acco Binder Covers, Clear",Office Supplies,Binders,517.4793
OFF-BI-10001723,"Avery Binder, Clear",Office Supplies,Binders,292.776
OFF-BI-10004644,"Cardinal Index Tab, Durable",Office Supplies,Binders,213.6888
OFF-BI-10004483,"Ibico Index Tab, Clear",Office Supplies,Binders,11.5836
OFF-BI-10002026,Avery Arch Ring Binders,Office Supplies,Binders,168.4704
OFF-WIL-10003299,"Wilson Jones Binding Machine, Recycled",Office Supplies,Binders,629.991
OFF-BI-10001249,"Acco Hole Reinforcements, Recycled",Office Supplies,Binders,48.3285
OFF-WIL-10001069,"Wilson Jones Hole Reinforcements, Clear",Office Supplies,Binders,27.69
OFF-BI-10002520,"Cardinal Hole Reinforcements, Recycled",Office Supplies,Binders,76.1125
OFF-BI-10000232,"Ibico 3-Hole Punch, Durable",Office Supplies,Binders,314.0384
